areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
region,Yorkshire and The Humber,E12000003,2022-08-17,5,17846
region,Yorkshire and The Humber,E12000003,2022-08-16,6,17841
region,Yorkshire and The Humber,E12000003,2022-08-15,11,17835
region,Yorkshire and The Humber,E12000003,2022-08-14,3,17824
region,Yorkshire and The Humber,E12000003,2022-08-13,2,17821
region,Yorkshire and The Humber,E12000003,2022-08-12,10,17819
region,Yorkshire and The Humber,E12000003,2022-08-11,18,17809
region,Yorkshire and The Humber,E12000003,2022-08-10,6,17791
region,Yorkshire and The Humber,E12000003,2022-08-09,8,17785
region,Yorkshire and The Humber,E12000003,2022-08-08,6,17777
region,Yorkshire and The Humber,E12000003,2022-08-07,9,17771
region,Yorkshire and The Humber,E12000003,2022-08-06,6,17762
region,Yorkshire and The Humber,E12000003,2022-08-05,7,17756
region,Yorkshire and The Humber,E12000003,2022-08-04,7,17749
region,Yorkshire and The Humber,E12000003,2022-08-03,10,17742
region,Yorkshire and The Humber,E12000003,2022-08-02,13,17732
region,Yorkshire and The Humber,E12000003,2022-08-01,9,17719
region,Yorkshire and The Humber,E12000003,2022-07-31,11,17710
region,Yorkshire and The Humber,E12000003,2022-07-30,6,17699
region,Yorkshire and The Humber,E12000003,2022-07-29,13,17693
region,Yorkshire and The Humber,E12000003,2022-07-28,10,17680
region,Yorkshire and The Humber,E12000003,2022-07-27,6,17670
region,Yorkshire and The Humber,E12000003,2022-07-26,12,17664
region,Yorkshire and The Humber,E12000003,2022-07-25,9,17652
region,Yorkshire and The Humber,E12000003,2022-07-24,13,17643
region,Yorkshire and The Humber,E12000003,2022-07-23,9,17630
region,Yorkshire and The Humber,E12000003,2022-07-22,5,17621
region,Yorkshire and The Humber,E12000003,2022-07-21,10,17616
region,Yorkshire and The Humber,E12000003,2022-07-20,23,17606
region,Yorkshire and The Humber,E12000003,2022-07-19,20,17583
region,Yorkshire and The Humber,E12000003,2022-07-18,14,17563
region,Yorkshire and The Humber,E12000003,2022-07-17,14,17549
region,Yorkshire and The Humber,E12000003,2022-07-16,5,17535
region,Yorkshire and The Humber,E12000003,2022-07-15,6,17530
region,Yorkshire and The Humber,E12000003,2022-07-14,13,17524
region,Yorkshire and The Humber,E12000003,2022-07-13,11,17511
region,Yorkshire and The Humber,E12000003,2022-07-12,13,17500
region,Yorkshire and The Humber,E12000003,2022-07-11,10,17487
region,Yorkshire and The Humber,E12000003,2022-07-10,6,17477
region,Yorkshire and The Humber,E12000003,2022-07-09,4,17471
region,Yorkshire and The Humber,E12000003,2022-07-08,8,17467
region,Yorkshire and The Humber,E12000003,2022-07-07,6,17459
region,Yorkshire and The Humber,E12000003,2022-07-06,8,17453
region,Yorkshire and The Humber,E12000003,2022-07-05,7,17445
region,Yorkshire and The Humber,E12000003,2022-07-04,11,17438
region,Yorkshire and The Humber,E12000003,2022-07-03,6,17427
region,Yorkshire and The Humber,E12000003,2022-07-02,8,17421
region,Yorkshire and The Humber,E12000003,2022-07-01,13,17413
region,Yorkshire and The Humber,E12000003,2022-06-30,6,17400
region,Yorkshire and The Humber,E12000003,2022-06-29,3,17394
region,Yorkshire and The Humber,E12000003,2022-06-28,4,17391
region,Yorkshire and The Humber,E12000003,2022-06-27,4,17387
region,Yorkshire and The Humber,E12000003,2022-06-26,5,17383
region,Yorkshire and The Humber,E12000003,2022-06-25,5,17378
region,Yorkshire and The Humber,E12000003,2022-06-24,3,17373
region,Yorkshire and The Humber,E12000003,2022-06-23,4,17370
region,Yorkshire and The Humber,E12000003,2022-06-22,5,17366
region,Yorkshire and The Humber,E12000003,2022-06-21,3,17361
region,Yorkshire and The Humber,E12000003,2022-06-20,7,17358
region,Yorkshire and The Humber,E12000003,2022-06-19,2,17351
region,Yorkshire and The Humber,E12000003,2022-06-18,1,17349
region,Yorkshire and The Humber,E12000003,2022-06-17,4,17348
region,Yorkshire and The Humber,E12000003,2022-06-16,4,17344
region,Yorkshire and The Humber,E12000003,2022-06-15,5,17340
region,Yorkshire and The Humber,E12000003,2022-06-14,1,17335
region,Yorkshire and The Humber,E12000003,2022-06-13,5,17334
region,Yorkshire and The Humber,E12000003,2022-06-12,4,17329
region,Yorkshire and The Humber,E12000003,2022-06-11,1,17325
region,Yorkshire and The Humber,E12000003,2022-06-10,3,17324
region,Yorkshire and The Humber,E12000003,2022-06-09,0,17321
region,Yorkshire and The Humber,E12000003,2022-06-08,3,17321
region,Yorkshire and The Humber,E12000003,2022-06-07,1,17318
region,Yorkshire and The Humber,E12000003,2022-06-06,5,17317
region,Yorkshire and The Humber,E12000003,2022-06-05,1,17312
region,Yorkshire and The Humber,E12000003,2022-06-04,2,17311
region,Yorkshire and The Humber,E12000003,2022-06-03,3,17309
region,Yorkshire and The Humber,E12000003,2022-06-02,3,17306
region,Yorkshire and The Humber,E12000003,2022-06-01,5,17303
region,Yorkshire and The Humber,E12000003,2022-05-31,3,17298
region,Yorkshire and The Humber,E12000003,2022-05-30,3,17295
region,Yorkshire and The Humber,E12000003,2022-05-29,3,17292
region,Yorkshire and The Humber,E12000003,2022-05-28,3,17289
region,Yorkshire and The Humber,E12000003,2022-05-27,4,17286
region,Yorkshire and The Humber,E12000003,2022-05-26,3,17282
region,Yorkshire and The Humber,E12000003,2022-05-25,3,17279
region,Yorkshire and The Humber,E12000003,2022-05-24,5,17276
region,Yorkshire and The Humber,E12000003,2022-05-23,6,17271
region,Yorkshire and The Humber,E12000003,2022-05-22,5,17265
region,Yorkshire and The Humber,E12000003,2022-05-21,4,17260
region,Yorkshire and The Humber,E12000003,2022-05-20,7,17256
region,Yorkshire and The Humber,E12000003,2022-05-19,6,17249
region,Yorkshire and The Humber,E12000003,2022-05-18,3,17243
region,Yorkshire and The Humber,E12000003,2022-05-17,2,17240
region,Yorkshire and The Humber,E12000003,2022-05-16,9,17238
region,Yorkshire and The Humber,E12000003,2022-05-15,9,17229
region,Yorkshire and The Humber,E12000003,2022-05-14,7,17220
region,Yorkshire and The Humber,E12000003,2022-05-13,8,17213
region,Yorkshire and The Humber,E12000003,2022-05-12,4,17205
region,Yorkshire and The Humber,E12000003,2022-05-11,7,17201
region,Yorkshire and The Humber,E12000003,2022-05-10,7,17194
region,Yorkshire and The Humber,E12000003,2022-05-09,8,17187
region,Yorkshire and The Humber,E12000003,2022-05-08,5,17179
region,Yorkshire and The Humber,E12000003,2022-05-07,8,17174
region,Yorkshire and The Humber,E12000003,2022-05-06,8,17166
region,Yorkshire and The Humber,E12000003,2022-05-05,7,17158
region,Yorkshire and The Humber,E12000003,2022-05-04,11,17151
region,Yorkshire and The Humber,E12000003,2022-05-03,3,17140
region,Yorkshire and The Humber,E12000003,2022-05-02,12,17137
region,Yorkshire and The Humber,E12000003,2022-05-01,17,17125
region,Yorkshire and The Humber,E12000003,2022-04-30,13,17108
region,Yorkshire and The Humber,E12000003,2022-04-29,8,17095
region,Yorkshire and The Humber,E12000003,2022-04-28,11,17087
region,Yorkshire and The Humber,E12000003,2022-04-27,9,17076
region,Yorkshire and The Humber,E12000003,2022-04-26,11,17067
region,Yorkshire and The Humber,E12000003,2022-04-25,15,17056
region,Yorkshire and The Humber,E12000003,2022-04-24,14,17041
region,Yorkshire and The Humber,E12000003,2022-04-23,10,17027
region,Yorkshire and The Humber,E12000003,2022-04-22,9,17017
region,Yorkshire and The Humber,E12000003,2022-04-21,15,17008
region,Yorkshire and The Humber,E12000003,2022-04-20,11,16993
region,Yorkshire and The Humber,E12000003,2022-04-19,15,16982
region,Yorkshire and The Humber,E12000003,2022-04-18,17,16967
region,Yorkshire and The Humber,E12000003,2022-04-17,20,16950
region,Yorkshire and The Humber,E12000003,2022-04-16,20,16930
region,Yorkshire and The Humber,E12000003,2022-04-15,20,16910
region,Yorkshire and The Humber,E12000003,2022-04-14,21,16890
region,Yorkshire and The Humber,E12000003,2022-04-13,18,16869
region,Yorkshire and The Humber,E12000003,2022-04-12,7,16851
region,Yorkshire and The Humber,E12000003,2022-04-11,20,16844
region,Yorkshire and The Humber,E12000003,2022-04-10,24,16824
region,Yorkshire and The Humber,E12000003,2022-04-09,23,16800
region,Yorkshire and The Humber,E12000003,2022-04-08,24,16777
region,Yorkshire and The Humber,E12000003,2022-04-07,13,16753
region,Yorkshire and The Humber,E12000003,2022-04-06,23,16740
region,Yorkshire and The Humber,E12000003,2022-04-05,12,16717
region,Yorkshire and The Humber,E12000003,2022-04-04,16,16705
region,Yorkshire and The Humber,E12000003,2022-04-03,13,16689
region,Yorkshire and The Humber,E12000003,2022-04-02,28,16676
region,Yorkshire and The Humber,E12000003,2022-04-01,15,16648
region,Yorkshire and The Humber,E12000003,2022-03-31,16,16633
region,Yorkshire and The Humber,E12000003,2022-03-30,18,16617
region,Yorkshire and The Humber,E12000003,2022-03-29,26,16599
region,Yorkshire and The Humber,E12000003,2022-03-28,15,16573
region,Yorkshire and The Humber,E12000003,2022-03-27,12,16558
region,Yorkshire and The Humber,E12000003,2022-03-26,15,16546
region,Yorkshire and The Humber,E12000003,2022-03-25,11,16531
region,Yorkshire and The Humber,E12000003,2022-03-24,10,16520
region,Yorkshire and The Humber,E12000003,2022-03-23,11,16510
region,Yorkshire and The Humber,E12000003,2022-03-22,14,16499
region,Yorkshire and The Humber,E12000003,2022-03-21,10,16485
region,Yorkshire and The Humber,E12000003,2022-03-20,23,16475
region,Yorkshire and The Humber,E12000003,2022-03-19,15,16452
region,Yorkshire and The Humber,E12000003,2022-03-18,17,16437
region,Yorkshire and The Humber,E12000003,2022-03-17,10,16420
region,Yorkshire and The Humber,E12000003,2022-03-16,12,16410
region,Yorkshire and The Humber,E12000003,2022-03-15,7,16398
region,Yorkshire and The Humber,E12000003,2022-03-14,8,16391
region,Yorkshire and The Humber,E12000003,2022-03-13,10,16383
region,Yorkshire and The Humber,E12000003,2022-03-12,16,16373
region,Yorkshire and The Humber,E12000003,2022-03-11,5,16357
region,Yorkshire and The Humber,E12000003,2022-03-10,10,16352
region,Yorkshire and The Humber,E12000003,2022-03-09,11,16342
region,Yorkshire and The Humber,E12000003,2022-03-08,10,16331
region,Yorkshire and The Humber,E12000003,2022-03-07,10,16321
